,clientnum,customer_status,age,gender,dependencies,education_level,marital_status,income_category,card_category,months_on_book,no_of_products,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,total_trans_amt,total_trans_ct,avg_utilization_ratio,age_bracket,utilization_cat
3780,719951208,Existing Customer,43,M,4,Graduate,Single,$60K - $80K,Blue,24,5,3,2,19188.0,0,4366,69,0.0,40s,Low
3781,720182658,Existing Customer,44,F,3,Uneducated,Single,Unknown,Blue,31,4,2,3,18056.0,940,4473,72,0.052,40s,Low
3782,713789883,Existing Customer,50,F,4,High School,Married,$40K - $60K,Blue,36,6,1,1,1479.0,1004,5116,75,0.679,50s,Medium
3783,773018583,Existing Customer,38,F,4,Graduate,Married,Less than $40K,Blue,30,5,1,2,3144.0,2216,4717,75,0.705,30s,High
3784,771354633,Existing Customer,58,M,1,College,Single,$80K - $120K,Blue,45,5,3,4,1854.0,1480,3292,73,0.798,50s,High
3786,712271958,Existing Customer,37,M,3,Uneducated,Unknown,$80K - $120K,Blue,36,4,2,3,9782.0,1793,3672,75,0.183,30s,Low
3787,716736858,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,39,3,3,2,3144.0,0,3774,80,0.0,40s,Low
3790,782555058,Existing Customer,35,F,1,Unknown,Married,Less than $40K,Blue,29,4,2,3,1438.3,856,4432,92,0.595,30s,Medium
3792,787918158,Existing Customer,32,F,0,Uneducated,Married,Less than $40K,Blue,23,5,2,4,2156.0,1114,4106,66,0.517,30s,Medium
3793,779070033,Existing Customer,63,F,0,College,Single,Less than $40K,Blue,44,3,4,2,1938.0,0,3974,56,0.0,60s,Low
3794,789945933,Existing Customer,61,F,1,Graduate,Single,Less than $40K,Blue,52,3,3,1,1438.3,0,3560,67,0.0,60s,Low
3796,809538783,Existing Customer,49,M,1,High School,Single,$120K +,Blue,44,6,2,3,1438.3,1058,4109,72,0.736,40s,High
3798,711967158,Existing Customer,35,F,3,Graduate,Single,Less than $40K,Blue,23,6,3,1,2211.0,1370,4359,79,0.62,30s,Medium
3799,712325433,Existing Customer,39,F,2,Unknown,Single,Unknown,Blue,28,6,2,2,1493.0,792,4131,80,0.53,30s,Medium
3800,716470683,Existing Customer,48,F,3,Post-Graduate,Married,Unknown,Blue,36,3,1,3,20631.0,2048,4827,77,0.099,40s,Low
3801,713289183,Existing Customer,53,F,3,Doctorate,Married,Less than $40K,Blue,33,6,2,1,2255.0,1647,4270,76,0.73,50s,High
3802,711549408,Existing Customer,51,M,3,Uneducated,Married,$80K - $120K,Blue,42,5,1,3,1507.0,961,4126,90,0.638,50s,Medium
3803,709523508,Existing Customer,65,F,0,Uneducated,Unknown,Less than $40K,Silver,53,5,1,2,11097.0,0,4836,83,0.0,60s,Low
3804,717578358,Existing Customer,49,F,4,Graduate,Married,Unknown,Blue,40,5,1,1,8162.0,1704,4334,80,0.209,40s,Low
3805,711673983,Existing Customer,44,M,4,Unknown,Single,$60K - $80K,Blue,36,3,1,2,18721.0,1568,4537,81,0.084,40s,Low
3807,715679733,Existing Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,36,5,2,4,1736.0,1513,3462,67,0.872,40s,High
3808,779694183,Existing Customer,51,M,3,College,Married,$80K - $120K,Blue,34,5,2,4,1864.0,1427,3833,73,0.766,50s,High
3810,714621183,Existing Customer,39,F,3,Graduate,Single,Less than $40K,Blue,36,4,3,4,2650.0,1646,4512,80,0.621,30s,Medium
3812,712999008,Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,33,3,1,1,2628.0,1771,4316,72,0.674,40s,Medium
3813,780790008,Existing Customer,46,F,3,Unknown,Married,$40K - $60K,Blue,39,6,3,2,1457.0,563,3967,69,0.386,40s,Medium
3814,779499933,Existing Customer,46,M,5,Uneducated,Unknown,$80K - $120K,Blue,28,6,1,1,34516.0,1259,4300,94,0.036,40s,Low
3815,717200508,Existing Customer,40,F,4,Uneducated,Single,Unknown,Blue,32,3,1,3,3056.0,2038,4734,73,0.667,40s,Medium
3816,716995083,Existing Customer,52,M,2,High School,Single,$80K - $120K,Blue,44,6,2,4,2650.0,1049,4218,64,0.396,50s,Medium
3817,718137183,Existing Customer,58,F,1,College,Married,Less than $40K,Blue,38,4,2,3,3331.0,2251,5379,92,0.676,50s,Medium
3818,787507833,Existing Customer,49,F,1,Uneducated,Unknown,Less than $40K,Blue,38,6,2,1,3343.0,1820,4507,63,0.544,40s,Medium
3821,717376758,Existing Customer,56,F,2,High School,Married,Less than $40K,Blue,47,4,3,1,2238.0,1324,4108,72,0.592,50s,Medium
3823,717491058,Existing Customer,42,M,2,Post-Graduate,Single,$60K - $80K,Blue,26,6,2,3,20803.0,1747,4012,60,0.084,40s,Low
3825,714485508,Existing Customer,45,M,3,Doctorate,Single,$80K - $120K,Blue,36,6,2,4,9086.0,1254,3906,81,0.138,40s,Low
3826,711377808,Existing Customer,47,M,3,Graduate,Unknown,$60K - $80K,Blue,36,4,3,2,21142.0,0,4360,66,0.0,40s,Low
3827,718565733,Existing Customer,62,M,0,Unknown,Single,Less than $40K,Blue,36,3,2,4,3653.0,1769,4423,67,0.484,60s,Medium
3828,712723608,Existing Customer,44,F,3,Uneducated,Unknown,Less than $40K,Blue,36,6,2,4,1713.0,0,3999,66,0.0,40s,Low
3829,789948408,Existing Customer,55,M,2,Graduate,Single,$80K - $120K,Blue,46,3,1,4,34516.0,1718,5220,74,0.05,50s,Low
3830,734909358,Existing Customer,43,M,4,Graduate,Single,$80K - $120K,Blue,33,4,1,1,6548.0,1244,4354,79,0.19,40s,Low
3831,780684933,Existing Customer,49,M,3,High School,Unknown,$40K - $60K,Blue,38,4,1,3,3051.0,1783,4887,69,0.584,40s,Medium
3834,789059958,Existing Customer,42,M,4,High School,Married,$120K +,Gold,30,6,2,4,34516.0,1045,3574,75,0.03,40s,Low
3835,797138883,Existing Customer,43,M,4,Unknown,Married,$40K - $60K,Blue,37,3,2,3,10800.0,1491,3966,77,0.138,40s,Low
3838,742778358,Existing Customer,44,M,1,Graduate,Single,$60K - $80K,Blue,37,3,1,4,16739.0,1229,4014,69,0.073,40s,Low
3839,788142483,Existing Customer,46,M,3,College,Single,$80K - $120K,Silver,38,3,3,1,34516.0,1278,4699,73,0.037,40s,Low
3840,789705408,Existing Customer,50,M,2,College,Married,$60K - $80K,Blue,37,4,1,2,4743.0,1687,3739,55,0.356,50s,Medium
3841,780378633,Existing Customer,43,M,3,College,Unknown,$60K - $80K,Blue,33,4,3,4,9382.0,1455,3412,71,0.155,40s,Low
3842,817422408,Existing Customer,45,F,3,Uneducated,Single,Less than $40K,Blue,30,3,2,3,2059.0,1118,4110,71,0.543,40s,Medium
3843,781297983,Existing Customer,58,M,2,Unknown,Divorced,$60K - $80K,Blue,52,6,2,3,20410.0,1196,3525,78,0.059,50s,Low
3844,710671608,Existing Customer,39,F,2,Graduate,Divorced,Less than $40K,Blue,31,5,3,4,6798.0,918,3961,69,0.135,30s,Low
3845,719967708,Existing Customer,44,F,2,Unknown,Single,Less than $40K,Blue,32,3,1,4,6472.0,2128,3592,66,0.329,40s,Medium
3846,711879633,Existing Customer,45,M,3,High School,Single,Less than $40K,Blue,29,4,1,2,2766.0,1985,4480,70,0.718,40s,High
3847,716444733,Existing Customer,55,F,2,Graduate,Married,Less than $40K,Blue,46,5,3,4,1438.3,0,4271,79,0.0,50s,Low
3848,718460958,Existing Customer,49,F,2,College,Married,Less than $40K,Blue,35,3,3,4,3283.0,1856,4498,64,0.565,40s,Medium
3849,789953733,Existing Customer,46,F,3,Graduate,Married,Less than $40K,Blue,37,5,1,3,2470.0,1961,4519,78,0.794,40s,High
3850,770278833,Existing Customer,43,M,4,Unknown,Married,$120K +,Blue,37,3,1,3,20695.0,1250,3924,82,0.06,40s,Low
3851,787291308,Existing Customer,42,F,5,Graduate,Married,Less than $40K,Blue,36,5,2,4,4228.0,1709,4389,79,0.404,40s,Medium
3852,710644158,Existing Customer,45,M,3,Graduate,Unknown,$80K - $120K,Blue,28,5,3,1,31743.0,1332,4293,73,0.042,40s,Low
3853,717095733,Existing Customer,48,F,4,Unknown,Unknown,Less than $40K,Blue,29,6,3,4,3212.0,2517,4284,69,0.784,40s,High
3854,813338733,Existing Customer,47,F,3,Unknown,Single,Unknown,Blue,42,3,2,2,5884.0,1382,4477,82,0.235,40s,Low
3855,787536933,Existing Customer,44,F,3,Unknown,Single,Less than $40K,Blue,33,6,2,3,1724.0,0,4768,80,0.0,40s,Low
3858,809809008,Existing Customer,47,F,5,Graduate,Married,Less than $40K,Blue,42,5,1,2,3111.0,1541,4570,68,0.495,40s,Medium
3859,719446833,Existing Customer,58,F,1,High School,Married,Less than $40K,Blue,46,4,1,3,2799.0,1532,4214,83,0.547,50s,Medium
3860,815308683,Existing Customer,46,M,3,College,Married,$80K - $120K,Blue,41,4,3,1,18927.0,887,3101,54,0.047,40s,Low
3863,710656683,Existing Customer,50,F,3,High School,Single,Less than $40K,Blue,36,4,3,1,1986.0,1614,4442,64,0.813,50s,High
3864,768390708,Existing Customer,47,M,2,Unknown,Single,$80K - $120K,Blue,41,6,1,1,2877.0,1136,4006,68,0.395,40s,Medium
3865,713263758,Existing Customer,53,F,1,College,Single,Less than $40K,Blue,45,3,2,2,2312.0,1997,5085,78,0.864,50s,High
3866,754564308,Existing Customer,46,F,3,Graduate,Married,$40K - $60K,Blue,39,3,3,2,2644.0,2126,3601,66,0.804,40s,High
3867,779945508,Existing Customer,50,F,1,Graduate,Married,Less than $40K,Blue,35,5,2,2,3510.0,1881,3808,81,0.536,50s,Medium
3868,720807183,Existing Customer,55,M,2,Graduate,Single,$80K - $120K,Blue,36,3,2,1,15026.0,916,3281,63,0.061,50s,Low
3870,715844733,Existing Customer,45,M,5,High School,Married,$60K - $80K,Blue,36,6,3,2,2174.0,877,4596,71,0.403,40s,Medium
3871,790123983,Existing Customer,50,F,2,High School,Single,Less than $40K,Blue,43,4,2,1,2974.0,2090,4297,88,0.703,50s,High
3875,713645883,Existing Customer,37,F,1,High School,Single,Less than $40K,Blue,23,6,3,4,1879.0,1486,5202,88,0.791,30s,High
3876,718622658,Existing Customer,45,M,4,High School,Single,$80K - $120K,Blue,34,3,2,3,15913.0,1696,4472,86,0.107,40s,Low
3877,710641008,Existing Customer,44,F,2,High School,Single,Less than $40K,Blue,36,5,3,4,8685.0,0,2473,56,0.0,40s,Low
3878,718547358,Existing Customer,60,F,2,Uneducated,Unknown,$40K - $60K,Blue,52,4,3,2,2676.0,1740,3863,69,0.65,60s,Medium
3879,716177583,Existing Customer,58,F,1,Post-Graduate,Single,Less than $40K,Blue,36,6,2,4,1438.3,0,4722,89,0.0,50s,Low
3880,713417433,Existing Customer,42,M,2,Graduate,Single,$40K - $60K,Blue,28,3,1,3,1711.0,0,4496,77,0.0,40s,Low
3881,713043183,Existing Customer,61,M,0,High School,Single,$40K - $60K,Blue,48,3,2,4,2572.0,1969,4313,84,0.766,60s,High
3883,771790083,Existing Customer,43,F,3,Unknown,Married,Less than $40K,Silver,32,4,3,2,10466.0,2080,4116,64,0.199,40s,Low
3884,712817808,Existing Customer,39,M,2,Graduate,Married,$60K - $80K,Blue,23,5,2,1,4761.0,1561,2045,53,0.328,30s,Medium
3885,811697958,Existing Customer,50,F,4,Unknown,Married,Less than $40K,Blue,45,4,1,4,1488.0,755,4451,65,0.507,50s,Medium
3886,817089408,Existing Customer,44,M,2,College,Married,$60K - $80K,Blue,27,3,1,2,19114.0,1754,4413,69,0.092,40s,Low
3887,717297708,Existing Customer,47,F,1,Graduate,Single,Unknown,Blue,37,6,3,3,2441.0,1672,4439,74,0.685,40s,Medium
3888,808756458,Existing Customer,47,M,3,Graduate,Married,$80K - $120K,Blue,42,6,3,3,13189.0,1205,3821,83,0.091,40s,Low
3890,780638958,Existing Customer,42,F,2,Graduate,Divorced,$40K - $60K,Blue,31,6,2,1,2468.0,1850,4483,77,0.75,40s,High
3891,721026033,Existing Customer,57,F,1,Unknown,Single,Less than $40K,Blue,44,4,3,2,2564.0,1258,2673,43,0.491,50s,Medium
3893,812493033,Existing Customer,44,F,3,High School,Single,$40K - $60K,Blue,37,4,1,1,3410.0,1110,5102,63,0.326,40s,Medium
3894,711421233,Existing Customer,51,M,3,High School,Single,$60K - $80K,Blue,43,5,3,3,7119.0,1513,4969,84,0.213,50s,Low
3895,710335983,Existing Customer,57,F,0,High School,Divorced,Less than $40K,Blue,36,5,1,3,3532.0,869,4297,64,0.246,50s,Low
3896,720108783,Existing Customer,60,F,1,Uneducated,Single,Unknown,Blue,50,6,3,3,7459.0,1717,4328,68,0.23,60s,Low
3897,708511983,Existing Customer,37,M,3,Graduate,Married,$80K - $120K,Blue,18,5,3,2,1663.0,0,3950,82,0.0,30s,Low
3898,708838908,Existing Customer,49,F,3,Unknown,Single,$40K - $60K,Blue,42,4,3,4,5129.0,1654,3192,61,0.322,40s,Medium
3900,793015083,Existing Customer,46,F,4,Graduate,Married,Unknown,Blue,40,5,3,4,2586.0,1270,4481,77,0.491,40s,Medium
3901,821336133,Existing Customer,50,F,2,High School,Single,Less than $40K,Blue,46,5,3,2,8708.0,996,3927,60,0.114,50s,Low
3902,713905608,Existing Customer,56,F,3,Unknown,Single,Less than $40K,Blue,50,5,2,2,8869.0,0,3270,63,0.0,50s,Low
3903,779164608,Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,34,6,2,3,2641.0,1336,4224,77,0.506,40s,Medium
3904,714835833,Existing Customer,43,M,4,High School,Divorced,$80K - $120K,Blue,36,3,3,2,34516.0,1048,4192,73,0.03,40s,Low
3905,713321508,Existing Customer,47,F,3,Unknown,Single,Less than $40K,Blue,36,3,1,4,1965.0,1175,4579,87,0.598,40s,Medium
3906,708992733,Existing Customer,50,F,0,High School,Married,Less than $40K,Blue,36,4,3,2,1513.0,0,4759,98,0.0,50s,Low
3908,716094333,Existing Customer,49,M,1,Graduate,Single,$80K - $120K,Blue,42,6,2,1,17764.0,1459,2750,57,0.082,40s,Low
3909,778567983,Existing Customer,50,F,2,Graduate,Single,$40K - $60K,Blue,43,4,1,3,1438.3,0,4512,77,0.0,50s,Low
3910,712178883,Existing Customer,49,F,2,College,Single,$40K - $60K,Blue,36,3,2,1,6371.0,1946,3592,79,0.305,40s,Medium
3911,717490008,Existing Customer,43,M,4,Graduate,Divorced,$80K - $120K,Blue,36,5,1,1,19188.0,1622,4282,52,0.085,40s,Low
3912,718282983,Existing Customer,60,M,0,College,Unknown,Less than $40K,Blue,47,6,3,3,3076.0,2257,4522,75,0.734,60s,High
3913,747208083,Existing Customer,49,M,4,Graduate,Single,$40K - $60K,Blue,42,3,3,2,2822.0,1501,4344,68,0.532,40s,Medium
3915,719960133,Existing Customer,42,M,3,College,Single,$80K - $120K,Silver,26,3,2,2,34516.0,904,3910,68,0.026,40s,Low
3916,711062958,Existing Customer,43,M,3,Graduate,Single,$120K +,Blue,23,5,2,2,4121.0,2084,3462,49,0.506,40s,Medium
3917,714917583,Existing Customer,42,F,2,Doctorate,Unknown,Less than $40K,Silver,36,6,1,2,10074.0,1079,3338,65,0.107,40s,Low
3918,767256933,Existing Customer,43,M,5,Uneducated,Married,$60K - $80K,Blue,36,6,2,4,2621.0,598,4852,85,0.228,40s,Low
3919,712568358,Existing Customer,47,M,1,High School,Married,$60K - $80K,Blue,29,3,2,2,3394.0,0,3115,69,0.0,40s,Low
3920,789182358,Existing Customer,56,M,1,Uneducated,Single,$80K - $120K,Blue,45,3,1,2,17628.0,1414,3991,76,0.08,50s,Low
3921,716989683,Existing Customer,56,M,2,Doctorate,Single,$80K - $120K,Blue,48,4,3,3,4480.0,2465,3331,74,0.55,50s,Medium
3922,827968383,Existing Customer,43,F,3,High School,Unknown,Less than $40K,Blue,39,5,3,2,3370.0,2284,4084,70,0.678,40s,Medium
3924,788966958,Existing Customer,47,F,1,Graduate,Married,Unknown,Blue,34,3,2,2,3112.0,2023,4613,86,0.65,40s,Medium
3925,756458508,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,37,5,2,3,1682.0,930,3309,67,0.553,40s,Medium
3926,714643983,Existing Customer,42,F,1,High School,Married,Less than $40K,Blue,36,5,3,3,2758.0,2017,4119,73,0.731,40s,High
3927,711606558,Existing Customer,49,F,1,High School,Married,Less than $40K,Blue,39,5,2,2,1909.0,866,4697,83,0.454,40s,Medium
3928,824155458,Existing Customer,48,M,2,High School,Married,$80K - $120K,Blue,44,5,1,2,11332.0,1647,4674,72,0.145,40s,Low
3929,710445183,Existing Customer,44,M,5,Doctorate,Single,$120K +,Blue,31,5,1,2,7567.0,2496,4076,60,0.33,40s,Medium
3933,813971283,Existing Customer,43,M,4,Unknown,Married,$80K - $120K,Blue,38,5,1,2,2510.0,1508,3623,63,0.601,40s,Medium
3934,764211033,Existing Customer,50,F,3,Uneducated,Unknown,Less than $40K,Blue,43,6,2,1,3199.0,2517,4483,87,0.787,50s,High
3935,721424583,Existing Customer,35,F,1,High School,Married,Less than $40K,Blue,26,4,2,3,1918.0,900,4237,76,0.469,30s,Medium
3938,794217108,Existing Customer,43,M,2,College,Single,$120K +,Blue,37,6,3,1,14315.0,1348,3694,67,0.094,40s,Low
3939,715339758,Existing Customer,64,F,1,High School,Divorced,Unknown,Blue,36,3,3,1,18038.0,1184,4168,64,0.066,60s,Low
3940,709610283,Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,34,3,2,3,1853.0,0,4544,72,0.0,40s,Low
3941,714575208,Existing Customer,49,M,5,Doctorate,Single,$40K - $60K,Blue,43,3,1,1,4951.0,2002,4192,62,0.404,40s,Medium
3942,716758908,Existing Customer,46,M,3,Uneducated,Single,$120K +,Blue,27,4,2,3,34516.0,2213,4492,71,0.064,40s,Low
3944,789466008,Existing Customer,47,M,5,Graduate,Married,$60K - $80K,Blue,38,5,3,4,24033.0,612,3578,75,0.025,40s,Low
3945,716635758,Existing Customer,38,F,2,Unknown,Single,$40K - $60K,Blue,29,5,3,2,3276.0,2331,4345,68,0.712,30s,High
3946,771819258,Existing Customer,52,M,1,Unknown,Married,$120K +,Blue,40,4,1,2,3614.0,0,4561,82,0.0,50s,Low
3947,713451408,Existing Customer,47,M,4,High School,Divorced,$60K - $80K,Blue,36,6,1,3,1943.0,1654,3392,70,0.851,40s,High
3949,711675108,Existing Customer,43,F,3,Graduate,Single,Less than $40K,Blue,30,3,3,1,4075.0,2189,3956,71,0.537,40s,Medium
3951,792864858,Existing Customer,47,M,4,Unknown,Unknown,Less than $40K,Blue,37,6,3,3,5726.0,834,2311,58,0.146,40s,Low
3952,713009208,Existing Customer,54,F,3,Graduate,Single,Less than $40K,Blue,44,3,2,3,2077.0,1634,4292,66,0.787,50s,High
3953,772231233,Existing Customer,41,F,2,Graduate,Married,Less than $40K,Blue,30,6,2,4,2157.0,721,4250,85,0.334,40s,Medium
3954,720510333,Existing Customer,40,F,3,College,Unknown,$40K - $60K,Blue,20,6,2,2,2037.0,1349,4574,84,0.662,40s,Medium
3955,780199233,Existing Customer,33,M,2,Doctorate,Single,$120K +,Blue,23,5,1,1,14914.0,1102,4478,87,0.074,30s,Low
3956,711700158,Existing Customer,47,F,2,High School,Single,Less than $40K,Blue,39,5,3,2,1580.0,620,4384,70,0.392,40s,Medium
3957,788275083,Existing Customer,46,M,3,College,Married,$60K - $80K,Blue,38,5,3,4,15483.0,1719,4678,80,0.111,40s,Low
3960,711406758,Existing Customer,48,F,3,Graduate,Married,Less than $40K,Blue,36,3,2,2,1667.0,0,4385,80,0.0,40s,Low
3961,821424483,Existing Customer,51,F,1,High School,Single,Less than $40K,Blue,47,4,3,1,1438.3,0,4242,70,0.0,50s,Low
3963,711371208,Existing Customer,50,F,4,College,Married,Unknown,Blue,36,4,2,2,6465.0,1863,4490,68,0.288,50s,Low
3964,788832033,Existing Customer,35,M,2,High School,Unknown,$40K - $60K,Blue,19,4,3,3,8599.0,938,3015,64,0.109,30s,Low
3965,713452533,Existing Customer,35,F,4,Graduate,Single,Less than $40K,Blue,22,6,3,3,1438.3,0,3427,64,0.0,30s,Low
3966,720212508,Existing Customer,51,F,1,Graduate,Single,Less than $40K,Blue,37,4,3,4,4402.0,697,3325,76,0.158,50s,Low
3967,717825033,Existing Customer,50,M,0,Unknown,Divorced,$60K - $80K,Blue,36,3,3,2,5444.0,2499,4509,80,0.459,50s,Medium
3968,779926608,Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,36,6,2,1,1438.3,0,4697,82,0.0,50s,Low
3970,712724733,Existing Customer,31,F,0,Post-Graduate,Single,Less than $40K,Blue,19,6,3,1,2766.0,1731,3959,71,0.626,30s,Medium
3971,718286658,Existing Customer,42,M,3,Graduate,Single,$60K - $80K,Silver,22,5,3,1,25293.0,1140,4059,80,0.045,40s,Low
3972,714195108,Existing Customer,45,F,2,Post-Graduate,Single,Unknown,Blue,37,3,3,4,2707.0,1796,4077,70,0.663,40s,Medium
3974,752573508,Existing Customer,45,F,3,High School,Single,$40K - $60K,Blue,26,3,2,4,4034.0,1867,3718,72,0.463,40s,Medium
3975,768661758,Existing Customer,53,M,0,Uneducated,Divorced,$120K +,Blue,47,5,2,1,26129.0,1752,4919,75,0.067,50s,Low
3977,716093133,Existing Customer,38,F,2,Uneducated,Single,$40K - $60K,Blue,31,5,2,2,12228.0,2137,3831,68,0.175,30s,Low
3978,771092433,Existing Customer,55,F,2,Graduate,Single,Less than $40K,Blue,42,4,3,3,1724.0,0,4434,67,0.0,50s,Low
3981,716471508,Existing Customer,54,M,2,Unknown,Single,$120K +,Blue,36,5,1,2,19865.0,0,4350,83,0.0,50s,Low
3982,782548758,Existing Customer,42,F,5,High School,Divorced,Less than $40K,Blue,36,5,2,3,2069.0,1288,5668,82,0.623,40s,Medium
3984,717389433,Existing Customer,62,F,0,High School,Single,Unknown,Silver,51,3,1,4,33371.0,0,3638,67,0.0,60s,Low
3985,714292533,Existing Customer,48,F,3,College,Married,Less than $40K,Blue,36,4,1,2,2544.0,0,3593,64,0.0,40s,Low
3986,709585758,Existing Customer,41,M,4,High School,Single,$120K +,Blue,28,5,1,4,34516.0,0,4004,86,0.0,40s,Low
3987,712096758,Existing Customer,49,F,2,Graduate,Unknown,$40K - $60K,Blue,36,6,3,1,5370.0,653,4504,81,0.122,40s,Low
3988,811463283,Existing Customer,54,M,0,Graduate,Single,$80K - $120K,Blue,42,3,1,1,22437.0,1389,3283,50,0.062,50s,Low
3990,718146258,Existing Customer,51,M,2,Graduate,Divorced,$60K - $80K,Blue,41,4,3,1,1959.0,0,3737,71,0.0,50s,Low
3991,710779083,Existing Customer,59,F,0,Graduate,Married,Less than $40K,Blue,48,3,3,4,1661.0,0,4338,77,0.0,50s,Low
3992,709166883,Existing Customer,39,F,3,Uneducated,Single,Unknown,Blue,27,6,2,1,5363.0,0,4121,78,0.0,30s,Low
3993,721315233,Existing Customer,47,M,4,High School,Single,$40K - $60K,Silver,32,3,3,4,18535.0,1192,3780,70,0.064,40s,Low
3994,714766383,Existing Customer,42,M,3,High School,Single,Less than $40K,Blue,24,4,3,2,2171.0,1415,4992,77,0.652,40s,Medium
3996,714157908,Existing Customer,57,F,0,Unknown,Married,Less than $40K,Blue,42,5,1,4,2376.0,1515,3795,71,0.638,50s,Medium
3997,714588408,Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,43,4,3,2,2882.0,0,4446,68,0.0,50s,Low
3998,719627133,Existing Customer,50,F,1,Graduate,Single,Less than $40K,Blue,37,4,3,4,3277.0,2481,3965,59,0.757,50s,High
3999,714125883,Existing Customer,47,M,2,Unknown,Married,$80K - $120K,Blue,36,6,2,1,2514.0,1845,3696,71,0.734,40s,High
4000,712865583,Existing Customer,57,F,5,Graduate,Married,$40K - $60K,Blue,49,4,2,2,3301.0,2517,3939,69,0.762,50s,High
4001,779363283,Existing Customer,48,M,3,Post-Graduate,Single,$60K - $80K,Blue,34,4,3,2,12391.0,784,4376,86,0.063,40s,Low
4002,779224758,Existing Customer,47,F,2,Doctorate,Single,Less than $40K,Blue,37,4,3,2,2168.0,1485,3828,86,0.685,40s,Medium
4003,718775808,Existing Customer,42,F,3,Unknown,Married,Unknown,Blue,31,3,1,4,7762.0,1319,5153,77,0.17,40s,Low
4004,710267583,Existing Customer,45,F,3,Doctorate,Divorced,Unknown,Blue,33,6,3,2,12587.0,815,3914,83,0.065,40s,Low
4005,711305208,Existing Customer,52,M,2,Unknown,Married,$60K - $80K,Blue,36,6,3,4,14785.0,1088,4354,70,0.074,50s,Low
4006,717531483,Existing Customer,37,M,2,High School,Single,$60K - $80K,Blue,21,5,2,2,3433.0,964,4444,87,0.281,30s,Low
4009,711326583,Existing Customer,62,F,0,High School,Single,Less than $40K,Blue,50,3,3,3,3989.0,0,4274,68,0.0,60s,Low
4011,712814658,Existing Customer,50,F,0,Graduate,Married,Less than $40K,Blue,43,4,1,2,2393.0,1499,4755,82,0.626,50s,Medium
4013,710453283,Existing Customer,40,F,3,Uneducated,Single,Less than $40K,Blue,27,5,4,2,2035.0,0,4107,82,0.0,40s,Low
4014,795266208,Existing Customer,39,M,3,College,Single,$120K +,Blue,30,4,2,1,8842.0,0,4493,79,0.0,30s,Low
4015,779090883,Existing Customer,42,F,2,Unknown,Unknown,Less than $40K,Blue,23,6,3,1,2483.0,1297,3478,64,0.522,40s,Medium
4016,712309758,Existing Customer,65,M,0,Graduate,Single,$40K - $60K,Blue,49,3,2,3,13921.0,1201,4351,75,0.086,60s,Low
4017,790112133,Existing Customer,47,F,2,Post-Graduate,Single,$40K - $60K,Blue,40,5,3,2,2623.0,1647,4388,83,0.628,40s,Medium
4018,797238108,Existing Customer,49,F,4,Unknown,Divorced,Less than $40K,Blue,43,5,1,2,3232.0,824,3915,74,0.255,40s,Low
4020,715588008,Existing Customer,45,M,4,College,Married,$80K - $120K,Blue,31,4,3,3,31978.0,1659,2333,51,0.052,40s,Low
4021,713977308,Existing Customer,62,M,1,Graduate,Single,$120K +,Blue,53,4,3,4,34516.0,2061,3820,76,0.06,60s,Low
4022,719059083,Existing Customer,45,F,3,High School,Unknown,Less than $40K,Blue,33,5,1,1,6225.0,1596,4129,71,0.256,40s,Low
4025,715776033,Existing Customer,46,M,5,Uneducated,Single,$60K - $80K,Blue,33,4,1,3,3135.0,0,4116,68,0.0,40s,Low
4026,778619358,Existing Customer,42,F,3,Uneducated,Single,Less than $40K,Blue,22,4,1,4,1438.3,860,4754,79,0.598,40s,Medium
4027,715717608,Existing Customer,41,F,4,Uneducated,Unknown,Less than $40K,Blue,32,4,3,1,3189.0,0,4813,86,0.0,40s,Low
4029,719344608,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,27,6,3,3,3901.0,1001,4313,72,0.257,40s,Low
4030,787659483,Existing Customer,58,F,1,Doctorate,Married,Less than $40K,Blue,48,4,2,2,1438.3,801,4223,60,0.557,50s,Medium
4031,822948708,Existing Customer,42,F,3,Uneducated,Divorced,Less than $40K,Blue,38,5,2,2,3131.0,849,3108,62,0.271,40s,Low
4032,710080383,Existing Customer,38,F,2,Graduate,Single,$40K - $60K,Blue,36,6,2,3,2331.0,1709,4417,69,0.733,30s,High
4033,715596783,Existing Customer,29,F,1,Uneducated,Married,Less than $40K,Blue,18,3,3,3,1895.0,1146,4333,72,0.605,20s,Medium
4034,798773208,Existing Customer,46,F,4,Unknown,Divorced,Unknown,Blue,40,5,2,3,26496.0,1406,3691,75,0.053,40s,Low
4036,721412208,Existing Customer,57,F,2,High School,Married,Less than $40K,Blue,36,4,2,2,1438.3,904,3887,79,0.629,50s,Medium
4037,708129933,Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,36,5,3,2,2072.0,1544,4210,64,0.745,40s,High
