,clientnum,customer_status,age,gender,dependencies,education_level,marital_status,income_category,card_category,months_on_book,no_of_products,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,total_trans_amt,total_trans_ct,avg_utilization_ratio,age_bracket,utilization_cat
3822,718250883,Attrited Customer,59,F,2,High School,Married,Unknown,Blue,51,3,3,3,3875.0,1397,2312,49,0.361,50s,Medium
3824,802243458,Attrited Customer,48,M,2,Doctorate,Single,$40K - $60K,Blue,42,6,3,2,2760.0,0,1759,34,0.0,40s,Low
3832,720330558,Attrited Customer,44,M,3,Graduate,Married,$80K - $120K,Blue,25,5,2,3,25256.0,966,2048,40,0.038,40s,Low
3833,720784833,Attrited Customer,48,F,3,Graduate,Single,Unknown,Blue,36,3,3,1,1630.0,1243,1884,43,0.763,40s,High
3836,721448283,Attrited Customer,39,F,1,Graduate,Single,Less than $40K,Blue,26,3,3,1,1876.0,1536,2579,47,0.819,30s,High
3837,710552733,Attrited Customer,42,M,5,Unknown,Married,$60K - $80K,Blue,36,2,3,2,4963.0,0,2335,40,0.0,40s,Low
3856,714384783,Attrited Customer,59,F,1,Graduate,Married,Less than $40K,Blue,36,2,3,3,2468.0,0,2017,37,0.0,50s,Low
3857,713847858,Attrited Customer,49,F,3,Graduate,Divorced,Less than $40K,Blue,36,3,3,3,1438.3,0,1849,43,0.0,40s,Low
3861,810875958,Attrited Customer,51,F,3,Graduate,Married,Less than $40K,Blue,46,1,4,3,2016.0,395,2473,44,0.196,50s,Low
3862,718766058,Attrited Customer,56,M,2,Graduate,Single,$80K - $120K,Blue,36,1,2,2,1438.3,0,2123,37,0.0,50s,Low
3869,709309308,Attrited Customer,50,M,3,College,Unknown,$80K - $120K,Blue,37,1,3,2,27186.0,0,1704,34,0.0,50s,Low
3872,711721458,Attrited Customer,50,F,2,Graduate,Unknown,Less than $40K,Blue,36,5,2,2,1438.3,0,2329,43,0.0,50s,Low
3873,708798483,Attrited Customer,37,F,3,Unknown,Single,Unknown,Blue,24,2,3,2,2054.0,0,2567,43,0.0,30s,Low
3874,708501783,Attrited Customer,43,M,2,High School,Married,$120K +,Blue,36,6,2,4,34516.0,1477,1868,40,0.043,40s,Low
3882,803800533,Attrited Customer,39,M,1,Unknown,Single,$40K - $60K,Blue,33,3,3,4,2088.0,975,2866,59,0.467,30s,Medium
3889,718352358,Attrited Customer,49,F,3,Post-Graduate,Married,Less than $40K,Blue,35,3,3,2,1914.0,0,2687,41,0.0,40s,Low
3892,719894433,Attrited Customer,43,F,4,Unknown,Married,Less than $40K,Blue,24,6,2,3,1679.0,951,2492,43,0.566,40s,Medium
3899,778720533,Attrited Customer,53,F,4,Graduate,Married,Less than $40K,Blue,37,3,2,3,1722.0,0,2141,35,0.0,50s,Low
3907,709488108,Attrited Customer,42,M,4,College,Single,$40K - $60K,Blue,36,5,2,3,10543.0,0,1841,39,0.0,40s,Low
3914,820276908,Attrited Customer,42,F,4,College,Married,$40K - $60K,Blue,37,3,3,1,4139.0,0,2232,41,0.0,40s,Low
3923,819647358,Attrited Customer,38,M,2,Unknown,Single,$60K - $80K,Blue,33,2,3,2,12871.0,0,2413,53,0.0,30s,Low
3930,802834158,Attrited Customer,42,M,4,Unknown,Married,$60K - $80K,Blue,36,3,2,2,6743.0,1737,1934,30,0.258,40s,Low
3931,712038258,Attrited Customer,48,M,4,Unknown,Single,$80K - $120K,Blue,36,3,3,3,32838.0,1717,2538,42,0.052,40s,Low
3932,712864683,Attrited Customer,42,F,3,Doctorate,Single,Less than $40K,Blue,30,2,3,3,1438.3,0,1693,37,0.0,40s,Low
3936,713886333,Attrited Customer,47,M,2,High School,Married,$60K - $80K,Blue,39,2,3,1,18660.0,728,1682,43,0.039,40s,Low
3937,711741708,Attrited Customer,41,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,33,3,2,3,7591.0,0,2302,42,0.0,40s,Low
3943,778915233,Attrited Customer,51,F,0,Graduate,Married,Less than $40K,Blue,32,4,2,3,1757.0,331,2377,47,0.188,50s,Low
3948,780146658,Attrited Customer,40,F,2,Post-Graduate,Married,$40K - $60K,Blue,25,2,2,4,3795.0,2517,1633,32,0.663,40s,Medium
3950,755467683,Attrited Customer,48,F,1,Graduate,Single,Less than $40K,Blue,41,6,2,4,3001.0,482,2403,42,0.161,40s,Low
3958,708804633,Attrited Customer,44,F,2,Doctorate,Divorced,Less than $40K,Blue,36,1,2,2,1916.0,0,2888,39,0.0,40s,Low
3959,714479358,Attrited Customer,51,M,3,Graduate,Single,$80K - $120K,Blue,36,6,3,3,3610.0,1554,2216,34,0.43,50s,Medium
3962,769438608,Attrited Customer,48,F,1,Graduate,Married,Less than $40K,Blue,42,3,3,2,1942.0,860,2522,42,0.443,40s,Medium
3969,713608383,Attrited Customer,54,F,1,Unknown,Married,Less than $40K,Blue,40,1,1,4,1438.3,0,1632,36,0.0,50s,Low
3973,720867708,Attrited Customer,45,F,4,Graduate,Unknown,Less than $40K,Blue,33,1,3,2,1748.0,1103,2335,41,0.631,40s,Medium
3976,721126833,Attrited Customer,51,M,2,High School,Married,$80K - $120K,Blue,41,5,2,3,14902.0,0,2038,39,0.0,50s,Low
3979,712807758,Attrited Customer,47,F,3,Graduate,Single,Less than $40K,Blue,39,3,3,3,1438.3,0,2476,32,0.0,40s,Low
3980,824140908,Attrited Customer,52,M,3,Uneducated,Single,$120K +,Blue,48,5,3,4,20974.0,0,1246,27,0.0,50s,Low
3983,720444408,Attrited Customer,35,F,1,College,Single,Less than $40K,Blue,25,2,2,4,2231.0,1791,2576,42,0.803,30s,High
3989,789358908,Attrited Customer,53,F,3,College,Married,Less than $40K,Blue,43,3,2,2,3573.0,0,2562,36,0.0,50s,Low
3995,797491683,Attrited Customer,45,M,5,Unknown,Married,$80K - $120K,Silver,39,2,2,3,34516.0,1964,2234,49,0.057,40s,Low
4007,709170108,Attrited Customer,60,F,1,Unknown,Single,$40K - $60K,Blue,41,3,2,4,2425.0,0,1522,36,0.0,60s,Low
4008,716056158,Attrited Customer,63,M,0,Graduate,Single,$60K - $80K,Blue,51,3,3,3,11619.0,0,2395,49,0.0,60s,Low
4010,715406658,Attrited Customer,47,F,1,Unknown,Single,Less than $40K,Blue,37,4,2,1,2173.0,596,2738,45,0.274,40s,Low
4012,773228133,Attrited Customer,39,F,2,Graduate,Married,Less than $40K,Blue,29,3,2,2,1677.0,0,2437,41,0.0,30s,Low
4019,716782758,Attrited Customer,48,M,3,Graduate,Single,$60K - $80K,Blue,42,3,2,4,19075.0,0,2013,32,0.0,40s,Low
4023,708797583,Attrited Customer,49,F,4,Unknown,Single,Unknown,Blue,31,6,3,3,2672.0,0,2576,39,0.0,40s,Low
4024,708809283,Attrited Customer,41,F,4,Graduate,Divorced,$40K - $60K,Blue,33,1,3,1,10360.0,2517,2414,28,0.243,40s,Low
4028,711100608,Attrited Customer,55,M,1,Uneducated,Single,$60K - $80K,Blue,48,5,2,2,1723.0,0,2574,43,0.0,50s,Low
4035,768624258,Attrited Customer,55,F,2,Graduate,Single,Less than $40K,Blue,49,2,1,2,1583.0,234,2541,36,0.148,50s,Low
4044,719174433,Attrited Customer,36,F,1,Unknown,Single,Less than $40K,Blue,24,2,1,2,1735.0,0,2467,35,0.0,30s,Low
4052,714346608,Attrited Customer,51,F,2,Graduate,Single,$40K - $60K,Blue,36,3,1,4,1495.0,0,2220,50,0.0,50s,Low
4057,798481383,Attrited Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,34,5,1,2,2694.0,0,2684,38,0.0,40s,Low
4060,823904133,Attrited Customer,53,F,2,College,Single,Unknown,Blue,49,2,2,4,10195.0,0,2489,54,0.0,50s,Low
4064,711646908,Attrited Customer,39,M,3,Unknown,Single,$60K - $80K,Blue,23,1,2,3,7821.0,2517,2010,43,0.322,30s,Medium
4065,718171308,Attrited Customer,44,F,3,Graduate,Married,Less than $40K,Blue,36,6,3,4,1984.0,0,2506,46,0.0,40s,Low
4069,770024733,Attrited Customer,53,F,2,Uneducated,Single,$40K - $60K,Blue,47,1,2,3,1699.0,0,2520,49,0.0,50s,Low
4072,708702258,Attrited Customer,40,F,3,Uneducated,Single,Unknown,Blue,36,3,2,2,3698.0,478,2051,31,0.129,40s,Low
4077,720519333,Attrited Customer,59,F,2,Unknown,Single,Unknown,Blue,45,1,3,3,2721.0,1885,2594,48,0.693,50s,Medium
4081,717001908,Attrited Customer,41,F,5,Graduate,Married,Less than $40K,Blue,28,6,2,2,6936.0,0,2874,44,0.0,40s,Low
4087,719564208,Attrited Customer,46,F,1,Uneducated,Single,$40K - $60K,Blue,30,3,2,1,7195.0,0,2751,47,0.0,40s,Low
4090,713229633,Attrited Customer,45,F,0,Unknown,Married,$40K - $60K,Blue,30,3,2,4,2759.0,0,2061,47,0.0,40s,Low
4096,798041508,Attrited Customer,50,F,4,Graduate,Single,Less than $40K,Blue,44,2,3,2,3201.0,2517,1880,42,0.786,50s,High
4103,715014633,Attrited Customer,32,F,0,Uneducated,Married,Unknown,Blue,36,6,3,2,8791.0,0,2579,51,0.0,30s,Low
4104,714372333,Attrited Customer,59,F,0,Doctorate,Married,Less than $40K,Blue,52,6,4,2,2302.0,0,2256,40,0.0,50s,Low
4108,779320008,Attrited Customer,43,M,3,College,Married,$80K - $120K,Blue,25,3,3,3,2900.0,2517,2180,31,0.868,40s,High
4114,713153733,Attrited Customer,49,F,2,Graduate,Unknown,Less than $40K,Blue,29,6,3,3,2520.0,1473,2061,36,0.585,40s,Medium
4115,780201633,Attrited Customer,41,F,3,Graduate,Single,$40K - $60K,Blue,31,4,3,2,5655.0,1154,2189,51,0.204,40s,Low
4119,788095158,Attrited Customer,52,M,3,Uneducated,Married,$80K - $120K,Blue,44,3,3,3,11606.0,0,2623,39,0.0,50s,Low
4126,716855058,Attrited Customer,49,F,4,Graduate,Married,Less than $40K,Blue,38,5,2,4,1757.0,0,2557,45,0.0,40s,Low
4129,709500183,Attrited Customer,46,F,3,College,Married,Less than $40K,Blue,36,2,3,4,1804.0,0,2077,44,0.0,40s,Low
4132,715445058,Attrited Customer,49,F,0,Doctorate,Married,Less than $40K,Blue,40,3,4,4,3547.0,2517,2715,45,0.71,40s,High
4135,718524783,Attrited Customer,40,M,3,High School,Unknown,$80K - $120K,Blue,34,1,3,4,29715.0,0,2128,39,0.0,40s,Low
4141,708117933,Attrited Customer,44,F,2,Graduate,Divorced,Less than $40K,Blue,36,3,2,3,1880.0,0,2469,34,0.0,40s,Low
4147,712777233,Attrited Customer,65,M,0,Graduate,Single,Unknown,Blue,48,1,4,3,1671.0,0,2701,51,0.0,60s,Low
4148,712706058,Attrited Customer,44,F,5,Graduate,Single,Less than $40K,Blue,37,1,2,4,1491.0,0,1970,46,0.0,40s,Low
4155,711871758,Attrited Customer,30,F,1,Graduate,Married,Less than $40K,Blue,36,2,2,3,2905.0,2517,2487,39,0.866,30s,High
4157,719519058,Attrited Customer,55,F,4,High School,Married,Less than $40K,Blue,36,4,2,3,1477.0,0,2419,49,0.0,50s,Low
4158,716873733,Attrited Customer,43,F,4,Post-Graduate,Divorced,Less than $40K,Blue,30,4,3,3,3556.0,2517,2639,53,0.708,40s,High
4171,720206658,Attrited Customer,40,F,3,Graduate,Married,Less than $40K,Blue,29,6,2,4,1479.0,458,1811,44,0.31,40s,Medium
4172,713857758,Attrited Customer,53,F,1,Graduate,Married,Unknown,Blue,36,6,3,1,5842.0,198,1828,44,0.034,50s,Low
4174,710674533,Attrited Customer,46,M,1,Uneducated,Married,$60K - $80K,Blue,34,3,3,4,15060.0,0,1611,42,0.0,40s,Low
4178,717448383,Attrited Customer,41,M,4,Unknown,Single,$80K - $120K,Blue,28,1,2,4,4428.0,0,2331,36,0.0,40s,Low
4181,716307558,Attrited Customer,50,F,3,High School,Married,Less than $40K,Blue,40,6,2,4,2897.0,1506,2214,46,0.52,50s,Medium
4189,781320783,Attrited Customer,47,M,2,Graduate,Divorced,$80K - $120K,Blue,41,3,2,3,4586.0,0,2529,43,0.0,40s,Low
4193,714100008,Attrited Customer,47,F,2,College,Married,Less than $40K,Blue,36,6,2,3,5667.0,2517,2176,38,0.444,40s,Medium
4195,708223383,Attrited Customer,47,F,3,High School,Married,Unknown,Blue,39,6,3,4,11410.0,979,2736,38,0.086,40s,Low
4196,708705783,Attrited Customer,47,M,3,Doctorate,Married,$60K - $80K,Blue,36,6,3,1,1584.0,1214,2628,41,0.766,40s,High
4198,709017258,Attrited Customer,51,F,2,Unknown,Married,Less than $40K,Blue,36,1,2,2,2114.0,0,2872,45,0.0,50s,Low
4199,709161108,Attrited Customer,44,M,1,Unknown,Single,$60K - $80K,Blue,33,3,2,4,2540.0,0,1531,31,0.0,40s,Low
4203,714089658,Attrited Customer,41,M,2,Graduate,Single,$60K - $80K,Blue,36,3,2,1,2238.0,0,2063,42,0.0,40s,Low
4204,718863258,Attrited Customer,54,F,2,Doctorate,Married,Less than $40K,Blue,41,2,2,3,3881.0,2517,2463,38,0.649,50s,Medium
4212,713283933,Attrited Customer,42,M,2,Uneducated,Married,$40K - $60K,Blue,30,1,3,3,3032.0,0,2273,44,0.0,40s,Low
4221,712292133,Attrited Customer,45,F,3,College,Married,Less than $40K,Blue,36,4,2,4,2330.0,2294,2107,40,0.985,40s,High
4225,712229283,Attrited Customer,48,F,4,Doctorate,Unknown,Unknown,Blue,24,4,2,3,1438.3,0,2306,46,0.0,40s,Low
4228,794273283,Attrited Customer,51,M,3,Uneducated,Single,$80K - $120K,Blue,45,3,3,3,25670.0,0,2709,51,0.0,50s,Low
4229,788838033,Attrited Customer,45,M,2,College,Single,$60K - $80K,Blue,29,3,2,4,3841.0,0,2832,48,0.0,40s,Low
4234,789013833,Attrited Customer,50,M,2,High School,Married,$120K +,Silver,37,5,2,1,34516.0,399,2118,41,0.012,50s,Low
4241,714084483,Attrited Customer,49,F,3,Uneducated,Single,Unknown,Blue,36,4,2,3,3855.0,211,1724,34,0.055,40s,Low
4242,719495958,Attrited Customer,42,F,1,Unknown,Married,Less than $40K,Blue,36,3,3,4,2983.0,0,2509,46,0.0,40s,Low
4244,714726858,Attrited Customer,31,F,0,Post-Graduate,Divorced,Less than $40K,Blue,36,6,3,3,4871.0,0,2773,34,0.0,30s,Low
4247,717172308,Attrited Customer,45,F,3,High School,Married,$40K - $60K,Blue,37,4,2,4,3304.0,0,1731,32,0.0,40s,Low
4248,771795933,Attrited Customer,49,M,4,Unknown,Single,$120K +,Blue,38,3,3,4,34516.0,2517,2376,55,0.073,40s,Low
4260,711819708,Attrited Customer,33,F,3,Post-Graduate,Unknown,Unknown,Blue,25,3,2,4,4734.0,2517,2275,55,0.532,30s,Medium
4261,713041683,Attrited Customer,55,M,2,Graduate,Married,$120K +,Blue,36,3,2,4,4697.0,0,1867,34,0.0,50s,Low
4265,709663608,Attrited Customer,43,F,1,Graduate,Married,Less than $40K,Blue,36,4,2,4,1536.0,0,1973,36,0.0,40s,Low
4273,812411058,Attrited Customer,49,F,0,Uneducated,Single,Less than $40K,Blue,44,3,3,2,2094.0,0,2690,46,0.0,40s,Low
4275,778397358,Attrited Customer,42,M,5,Unknown,Married,$60K - $80K,Blue,22,6,2,4,5096.0,0,2574,43,0.0,40s,Low
4281,715609533,Attrited Customer,47,F,3,Unknown,Single,Less than $40K,Blue,35,1,3,3,5398.0,0,1887,36,0.0,40s,Low
4291,716922633,Attrited Customer,38,M,2,Uneducated,Single,$120K +,Blue,30,6,3,4,4043.0,2517,2600,47,0.623,30s,Medium
4292,710211783,Attrited Customer,38,F,4,Unknown,Married,Less than $40K,Blue,26,3,2,2,1438.3,0,2264,39,0.0,30s,Low
4299,780496833,Attrited Customer,56,F,1,College,Single,Less than $40K,Blue,43,3,2,2,2846.0,0,2122,44,0.0,50s,Low
4301,789081408,Attrited Customer,44,F,4,Uneducated,Single,Less than $40K,Blue,32,6,3,4,1438.3,170,2527,45,0.118,40s,Low
4302,720634683,Attrited Customer,48,F,2,College,Married,Unknown,Blue,37,5,2,4,2220.0,0,2456,45,0.0,40s,Low
4312,710289783,Attrited Customer,43,F,2,Uneducated,Divorced,Less than $40K,Blue,25,5,2,4,2086.0,2007,2537,48,0.962,40s,High
4318,823615983,Attrited Customer,54,M,2,Uneducated,Single,$40K - $60K,Blue,50,2,1,3,3682.0,2517,1642,35,0.684,50s,Medium
4319,709987683,Attrited Customer,46,F,4,Graduate,Married,Unknown,Blue,36,4,3,4,2286.0,0,2798,40,0.0,40s,Low
4324,713370033,Attrited Customer,53,F,0,Graduate,Single,Less than $40K,Blue,40,4,1,4,1438.3,0,2014,53,0.0,50s,Low
4332,713949858,Attrited Customer,39,F,2,Doctorate,Married,Less than $40K,Blue,36,4,3,4,1438.3,886,1674,42,0.616,30s,Medium
4335,719751483,Attrited Customer,39,F,2,Uneducated,Single,Less than $40K,Blue,36,4,3,1,1438.3,576,2567,48,0.4,30s,Medium
4337,779681433,Attrited Customer,48,F,3,Graduate,Married,$40K - $60K,Blue,31,6,3,4,14899.0,0,1519,26,0.0,40s,Low
4359,778601733,Attrited Customer,55,F,3,High School,Single,$40K - $60K,Blue,47,5,4,3,2687.0,1689,2370,34,0.629,50s,Medium
4361,720044658,Attrited Customer,53,M,1,Post-Graduate,Single,$60K - $80K,Blue,46,6,2,4,4573.0,2076,2720,46,0.454,50s,Medium
4362,716373483,Attrited Customer,48,F,5,Graduate,Married,Less than $40K,Blue,40,4,3,2,2860.0,2517,1544,45,0.88,40s,High
4365,716600733,Attrited Customer,47,F,4,Unknown,Married,Less than $40K,Blue,36,3,3,3,2033.0,228,2572,43,0.112,40s,Low
4370,710411358,Attrited Customer,39,F,4,College,Married,$40K - $60K,Blue,28,4,2,4,7596.0,2199,2164,45,0.289,30s,Low
4371,715660308,Attrited Customer,54,F,3,College,Married,Less than $40K,Blue,44,5,3,2,2921.0,2412,2612,33,0.826,50s,High
4376,778959258,Attrited Customer,51,F,1,Unknown,Married,Less than $40K,Blue,32,5,3,3,1438.3,0,2585,45,0.0,50s,Low
4381,714620358,Attrited Customer,37,F,2,Graduate,Divorced,Less than $40K,Blue,30,3,3,4,3328.0,2517,2196,47,0.756,30s,High
4382,709145958,Attrited Customer,43,F,3,Unknown,Married,Less than $40K,Blue,36,2,2,2,2440.0,1002,1533,42,0.411,40s,Medium
4384,716668308,Attrited Customer,39,F,4,High School,Single,Unknown,Blue,36,3,2,4,12405.0,0,3151,39,0.0,30s,Low
4387,789212883,Attrited Customer,30,F,1,Uneducated,Divorced,Less than $40K,Blue,19,6,1,2,1644.0,0,2533,44,0.0,30s,Low
4393,712450008,Attrited Customer,50,F,2,Post-Graduate,Married,Unknown,Blue,36,5,2,4,4045.0,0,2438,41,0.0,50s,Low
4395,713492583,Attrited Customer,34,F,2,Graduate,Married,Less than $40K,Blue,29,5,2,2,5845.0,0,2308,35,0.0,30s,Low
4400,714058308,Attrited Customer,43,F,5,Uneducated,Single,Less than $40K,Blue,36,5,3,4,2689.0,2384,1941,53,0.887,40s,High
4402,713114133,Attrited Customer,42,F,2,Uneducated,Single,Less than $40K,Blue,23,4,2,3,1443.0,0,2092,38,0.0,40s,Low
4406,709495833,Attrited Customer,44,F,2,Graduate,Single,Less than $40K,Blue,36,5,2,4,1438.3,0,1944,36,0.0,40s,Low
4407,717575958,Attrited Customer,50,F,1,Post-Graduate,Married,$40K - $60K,Blue,41,6,3,3,1694.0,479,2349,42,0.283,50s,Low
4426,708681708,Attrited Customer,51,F,2,Unknown,Single,Less than $40K,Blue,43,5,3,2,3245.0,0,1977,29,0.0,50s,Low
4429,711468708,Attrited Customer,38,F,4,High School,Single,$40K - $60K,Blue,31,4,3,2,1438.3,0,1986,52,0.0,30s,Low
4430,821724483,Attrited Customer,48,M,4,Unknown,Single,$40K - $60K,Blue,43,2,3,2,11272.0,1744,1455,34,0.155,40s,Low
4439,779841483,Attrited Customer,55,F,1,Doctorate,Married,Unknown,Blue,39,1,3,3,12972.0,1424,2238,36,0.11,50s,Low
4445,710138883,Attrited Customer,47,F,3,Graduate,Unknown,Less than $40K,Blue,36,5,2,2,8109.0,0,1835,43,0.0,40s,Low
4449,709112508,Attrited Customer,42,F,3,College,Single,Less than $40K,Blue,36,3,3,4,3802.0,1300,2165,36,0.342,40s,Medium
4452,718160358,Attrited Customer,51,F,1,Graduate,Married,Less than $40K,Blue,39,5,3,2,1438.3,0,2492,35,0.0,50s,Low
4453,719325783,Attrited Customer,65,M,2,Unknown,Single,Less than $40K,Blue,36,4,2,3,2954.0,2517,1909,28,0.852,60s,High
4459,713980383,Attrited Customer,49,F,3,Graduate,Single,Unknown,Blue,38,1,2,4,11025.0,0,1902,28,0.0,40s,Low
4462,715194183,Attrited Customer,53,F,2,Unknown,Single,Less than $40K,Blue,36,3,3,4,2575.0,411,2423,43,0.16,50s,Low
4471,713826183,Attrited Customer,41,M,3,High School,Unknown,$40K - $60K,Blue,33,4,3,4,1639.0,0,2242,44,0.0,40s,Low
4473,780292683,Attrited Customer,55,M,1,Uneducated,Single,$120K +,Blue,41,3,4,4,24542.0,2354,984,24,0.096,50s,Low
4475,711116133,Attrited Customer,50,F,1,Uneducated,Single,Less than $40K,Blue,37,3,2,4,1838.0,0,2461,47,0.0,50s,Low
4476,708584208,Attrited Customer,36,F,2,Graduate,Unknown,Less than $40K,Blue,36,5,2,4,3111.0,2517,2367,41,0.809,30s,High
4480,713096583,Attrited Customer,40,F,1,High School,Single,Less than $40K,Blue,36,4,3,2,1438.3,544,2294,40,0.378,40s,Medium
4482,756025233,Attrited Customer,43,F,4,Uneducated,Single,Less than $40K,Blue,36,5,3,2,2422.0,1014,2437,44,0.419,40s,Medium
4483,711977508,Attrited Customer,56,F,2,Uneducated,Single,Less than $40K,Blue,43,1,2,4,1440.0,1211,2141,40,0.841,50s,High
4484,710666583,Attrited Customer,29,F,1,Uneducated,Single,Less than $40K,Blue,36,3,2,4,2516.0,2312,2321,36,0.919,20s,High
4485,712369308,Attrited Customer,48,F,4,Doctorate,Divorced,$40K - $60K,Blue,35,4,3,2,3646.0,1047,1969,38,0.287,40s,Low
4489,712721358,Attrited Customer,48,F,3,Uneducated,Divorced,Less than $40K,Blue,36,5,3,2,4073.0,2517,2059,43,0.618,40s,Medium
4493,717336408,Attrited Customer,51,F,1,Doctorate,Single,Less than $40K,Blue,45,5,3,1,1952.0,1411,2452,44,0.723,50s,High
4505,708731658,Attrited Customer,53,F,0,High School,Married,Less than $40K,Blue,41,3,3,4,1438.3,0,1587,42,0.0,50s,Low
4506,708706833,Attrited Customer,39,F,3,Uneducated,Divorced,Unknown,Blue,36,4,3,3,2809.0,0,2466,40,0.0,30s,Low
4516,715954158,Attrited Customer,48,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,3,2,4,2954.0,931,2433,29,0.315,40s,Medium
4517,715499058,Attrited Customer,36,F,2,High School,Married,$40K - $60K,Blue,36,4,3,2,1848.0,0,2775,33,0.0,30s,Low
4527,709199358,Attrited Customer,60,M,1,Uneducated,Married,Less than $40K,Blue,36,1,3,4,3316.0,0,1684,19,0.0,60s,Low
4528,821889858,Attrited Customer,50,F,1,Doctorate,Single,Unknown,Blue,46,6,4,3,1970.0,1477,2493,44,0.75,50s,High
4537,720296808,Attrited Customer,52,F,3,Graduate,Married,Unknown,Blue,39,3,3,2,4173.0,1771,2554,47,0.424,50s,Medium
4543,709283358,Attrited Customer,43,F,4,Unknown,Married,Less than $40K,Blue,29,6,2,3,2895.0,0,2473,42,0.0,40s,Low
4545,789481233,Attrited Customer,39,M,2,High School,Married,$40K - $60K,Blue,30,5,3,3,2220.0,0,2859,55,0.0,30s,Low
4552,710661333,Attrited Customer,55,F,2,Unknown,Single,Unknown,Blue,36,4,3,2,10241.0,1545,2513,47,0.151,50s,Low
4554,710570058,Attrited Customer,44,F,1,Graduate,Single,Less than $40K,Blue,25,3,2,4,3101.0,0,2512,37,0.0,40s,Low
4561,771284658,Attrited Customer,47,F,1,Unknown,Married,Less than $40K,Blue,35,6,2,4,1850.0,896,2613,41,0.484,40s,Medium
4571,713590158,Attrited Customer,41,M,4,Graduate,Single,$60K - $80K,Blue,34,5,2,4,5045.0,2080,2042,40,0.412,40s,Medium
4572,715547058,Attrited Customer,35,F,0,Graduate,Married,Less than $40K,Blue,36,4,3,4,2089.0,0,2707,51,0.0,30s,Low
4578,720531633,Attrited Customer,55,F,1,Graduate,Unknown,Less than $40K,Blue,36,4,2,2,3552.0,2517,2665,36,0.709,50s,High
4579,718508883,Attrited Customer,43,F,3,Unknown,Single,Less than $40K,Blue,36,6,3,3,2325.0,238,2306,47,0.102,40s,Low
4585,720234708,Attrited Customer,45,M,2,High School,Single,$120K +,Blue,33,6,3,2,15490.0,0,2429,50,0.0,40s,Low
4588,716136333,Attrited Customer,40,F,4,Uneducated,Single,Less than $40K,Blue,24,5,2,1,4212.0,2517,2725,41,0.598,40s,Medium
4594,780086658,Attrited Customer,43,M,4,Doctorate,Unknown,$60K - $80K,Blue,28,3,2,4,18229.0,0,2060,39,0.0,40s,Low
4608,715487733,Attrited Customer,44,F,4,Graduate,Married,$40K - $60K,Blue,36,6,3,3,1452.0,0,2287,42,0.0,40s,Low
4609,708154833,Attrited Customer,39,F,2,Graduate,Single,Less than $40K,Blue,27,1,3,3,1438.3,811,2336,46,0.564,30s,Medium
4612,788941983,Attrited Customer,36,F,3,Graduate,Single,$40K - $60K,Blue,22,1,3,1,2013.0,0,2425,50,0.0,30s,Low
4615,714614133,Attrited Customer,53,F,3,Unknown,Married,Less than $40K,Blue,36,3,3,3,2819.0,0,2128,39,0.0,50s,Low
4628,775152708,Attrited Customer,49,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,39,2,3,4,20769.0,901,1835,43,0.043,40s,Low
4634,714487458,Attrited Customer,49,F,5,Graduate,Divorced,$40K - $60K,Blue,40,6,4,2,2920.0,0,2306,39,0.0,40s,Low
4635,711390333,Attrited Customer,59,M,0,Post-Graduate,Married,$80K - $120K,Blue,46,5,4,2,6526.0,489,2331,45,0.075,50s,Low
4636,787974108,Attrited Customer,37,F,1,High School,Single,$40K - $60K,Blue,27,4,2,2,1793.0,792,2374,40,0.442,30s,Medium
4641,710729358,Attrited Customer,40,F,2,High School,Single,Unknown,Blue,30,6,3,4,6479.0,0,2539,42,0.0,40s,Low
4649,717477783,Attrited Customer,49,F,4,Unknown,Single,Less than $40K,Silver,37,1,2,2,10195.0,2389,1563,36,0.234,40s,Low
4651,789942033,Attrited Customer,43,M,4,Graduate,Single,$60K - $80K,Blue,34,5,3,3,10573.0,0,2237,43,0.0,40s,Low
4668,717949008,Attrited Customer,40,F,4,High School,Single,$40K - $60K,Blue,29,5,2,3,1554.0,412,2341,43,0.265,40s,Low
4678,712734933,Attrited Customer,43,F,2,College,Married,Less than $40K,Blue,36,5,2,3,4020.0,0,1952,39,0.0,40s,Low
4685,713163258,Attrited Customer,38,F,2,Unknown,Married,Unknown,Blue,33,4,3,3,3388.0,0,1959,52,0.0,30s,Low
4690,713334483,Attrited Customer,46,M,1,Post-Graduate,Single,$60K - $80K,Blue,32,5,2,3,8766.0,0,2263,35,0.0,40s,Low
4694,713025558,Attrited Customer,53,F,5,Doctorate,Single,Less than $40K,Blue,38,3,2,3,1438.3,0,1935,47,0.0,50s,Low
4699,809565183,Attrited Customer,52,F,1,Graduate,Single,Less than $40K,Blue,47,3,3,4,1842.0,625,2650,43,0.339,50s,Medium
4706,713685033,Attrited Customer,44,F,2,Graduate,Married,Less than $40K,Blue,33,3,2,2,2417.0,0,1848,38,0.0,40s,Low
4709,720941433,Attrited Customer,53,F,3,High School,Married,Less than $40K,Blue,41,3,3,2,1547.0,0,2312,43,0.0,50s,Low
